,loss,accuracy,val_loss,val_accuracy
0,31.416288375854492,0.45121026039123535,29.75984001159668,0.49527665972709656
1,28.131826400756836,0.5282111763954163,26.47533416748047,0.601214587688446
2,24.918684005737305,0.6731045246124268,23.379066467285156,0.7226720452308655
3,21.970985412597656,0.7485873103141785,20.536788940429688,0.7874494194984436
4,19.261394500732422,0.7851901650428772,17.95763397216797,0.810391366481781
5,16.746517181396484,0.8034072518348694,15.517698287963867,0.8421052694320679
6,14.520744323730469,0.8187568783760071,13.444207191467285,0.8508771657943726
7,12.592845916748047,0.826853334903717,11.664843559265137,0.8663967847824097
8,10.978111267089844,0.8339377641677856,10.214035987854004,0.8488528728485107
9,9.631349563598633,0.8388293981552124,9.059752464294434,0.8636977076530457
10,8.563040733337402,0.8409378528594971,8.085336685180664,0.8616734147071838
11,7.687229156494141,0.8484439849853516,7.269539833068848,0.8630229234695435
12,7.147068977355957,0.8228051066398621,6.791391849517822,0.8394061923027039
13,6.64408016204834,0.8344438076019287,6.400414943695068,0.8576248288154602
14,6.294991970062256,0.8548536896705627,6.162793159484863,0.8751686811447144
15,5.975925922393799,0.8517331480979919,5.821254730224609,0.8502024412155151
16,5.68329381942749,0.862612783908844,5.497720718383789,0.8785424828529358
17,5.477428913116455,0.8577211499214172,5.317764759063721,0.8738191723823547
18,5.250260829925537,0.8556970357894897,5.1080851554870605,0.8798920512199402
19,5.061257362365723,0.8638778924942017,4.9062089920043945,0.8812415599822998
20,4.966242790222168,0.8557813763618469,4.828488349914551,0.8454790711402893
21,4.771763801574707,0.8497090339660645,4.621716499328613,0.8839406371116638
22,4.59984827041626,0.87037193775177,4.472736358642578,0.8879892230033875
23,4.463461875915527,0.8731551170349121,4.337473392486572,0.8852901458740234
24,4.316581726074219,0.8782153725624084,4.222994804382324,0.8731443881988525
25,4.187593460083008,0.8735767602920532,4.169144153594971,0.8900135159492493
26,4.05543327331543,0.8772033452987671,3.959000587463379,0.8873144388198853
27,3.9230589866638184,0.8835287094116211,3.800182342529297,0.9028339982032776
28,3.8054234981536865,0.8820949792861938,3.7064003944396973,0.8940621018409729
29,3.689079999923706,0.8705406188964844,3.605708599090576,0.8778677582740784
30,3.585623264312744,0.8756009340286255,3.456590414047241,0.8886639475822449
31,3.456908941268921,0.8808298707008362,3.3470797538757324,0.898785412311554
32,3.4253602027893066,0.8732394576072693,3.3684821128845215,0.9001349806785583
33,3.344938039779663,0.8717213273048401,3.2880971431732178,0.8852901458740234
34,3.3169705867767334,0.8677574396133423,3.1789300441741943,0.8724696636199951
35,3.269115447998047,0.8660706877708435,3.1053261756896973,0.8940621018409729
36,3.1167941093444824,0.885299801826477,3.0896825790405273,0.8812415599822998
37,3.0508604049682617,0.8812515735626221,2.975799798965454,0.8960863947868347
38,3.017460346221924,0.8851311206817627,2.9823074340820312,0.8866396546363831
39,3.0844688415527344,0.8609260320663452,2.883788824081421,0.8812415599822998
40,2.9298412799835205,0.8833600282669067,2.833444118499756,0.8927125334739685
41,2.834974527359009,0.8890950679779053,2.771618127822876,0.8940621018409729
42,2.8471298217773438,0.88445645570755,2.7350714206695557,0.8852901458740234
43,2.79274845123291,0.8795648217201233,2.722050428390503,0.8866396546363831
44,2.703098773956299,0.8841190934181213,2.668583631515503,0.8933873176574707
45,2.6386237144470215,0.8882516622543335,2.579214334487915,0.8994601964950562
46,2.6158788204193115,0.8813359141349792,2.5356240272521973,0.8960863947868347
47,2.5618202686309814,0.8859745264053345,2.478574514389038,0.901484489440918
48,2.4837849140167236,0.8905287981033325,2.4458372592926025,0.8974359035491943
49,2.429880380630493,0.8947457075119019,2.402148962020874,0.906207799911499
50,2.4003381729125977,0.890275776386261,2.323716640472412,0.9068825840950012
51,2.3501734733581543,0.8932276368141174,2.305716037750244,0.8778677582740784
52,2.3159725666046143,0.8896853923797607,2.3083784580230713,0.8940621018409729
53,2.30657958984375,0.8856371641159058,2.189084529876709,0.9021592736244202
54,2.2451329231262207,0.8887577056884766,2.1590843200683594,0.8981106877326965
55,2.3504669666290283,0.8556126952171326,3.2163870334625244,0.832658588886261
56,2.4949209690093994,0.8697815537452698,2.078719139099121,0.906207799911499
57,2.128871440887451,0.8923842310905457,2.054201126098633,0.9163292646408081
58,2.0873947143554688,0.896263837814331,2.1499810218811035,0.9008097052574158
59,2.1029248237609863,0.893480658531189,2.005693197250366,0.9055330753326416
60,2.050567626953125,0.894830048084259,1.971548080444336,0.911605954170227
61,2.003019332885742,0.8997216820716858,1.9493309259414673,0.9095816612243652
62,2.045786142349243,0.8956734538078308,1.9255266189575195,0.9163292646408081
63,2.0101356506347656,0.8968541622161865,2.004096269607544,0.8886639475822449
64,1.9673662185668945,0.8911191821098328,1.8835350275039673,0.911605954170227
65,1.9691836833953857,0.8950830698013306,1.8487393856048584,0.9129554629325867
66,1.9060555696487427,0.8976132273674011,1.822844386100769,0.9143049716949463
67,1.865789771080017,0.9025048613548279,1.7973562479019165,0.9136302471160889
68,1.8357009887695312,0.9045289754867554,1.7991533279418945,0.908906877040863
69,1.8029271364212036,0.9028422236442566,1.8278781175613403,0.9075573682785034
70,1.795668601989746,0.8993843197822571,1.762926459312439,0.9055330753326416
71,1.7763479948043823,0.8982036113739014,1.7670178413391113,0.8981106877326965
72,1.8319566249847412,0.8986253142356873,1.9925537109375,0.862348198890686
73,1.8562359809875488,0.8820949792861938,1.872292399406433,0.8333333134651184
74,2.327831983566284,0.8637092113494873,1.7154898643493652,0.8873144388198853
75,1.754532814025879,0.8879142999649048,1.6578024625778198,0.9082320928573608
76,1.8137339353561401,0.8949987292289734,1.6512329578399658,0.9048582911491394
77,1.6857566833496094,0.9034325480461121,1.6370418071746826,0.9149797558784485
78,1.6645983457565308,0.9028422236442566,1.596641182899475,0.9257760047912598
79,1.7338793277740479,0.8942396640777588,1.7019503116607666,0.9109311699867249
80,1.694765329360962,0.8970228433609009,1.6057233810424805,0.911605954170227
81,1.6626019477844238,0.8984566330909729,1.5695226192474365,0.9163292646408081
82,1.8871147632598877,0.851311445236206,1.5744524002075195,0.9095816612243652
83,1.602150559425354,0.9044446349143982,1.567751169204712,0.9109311699867249
84,1.6007906198501587,0.9096736311912537,1.5361534357070923,0.9190283417701721
85,1.5994881391525269,0.9015771150588989,1.5204503536224365,0.9136302471160889
86,1.6087188720703125,0.9019144773483276,1.5386666059494019,0.9102563858032227
87,1.5315510034561157,0.9106013178825378,1.4726841449737549,0.928475022315979
88,1.6423112154006958,0.8873239159584045,1.9511808156967163,0.9122806787490845
89,1.549676775932312,0.9016614556312561,1.504439353942871,0.9143049716949463
90,1.6050971746444702,0.8926372528076172,1.4760090112686157,0.9143049716949463
91,1.5082426071166992,0.9024205207824707,1.438979983329773,0.9197031259536743
92,1.5071113109588623,0.9027578830718994,1.4839980602264404,0.9048582911491394
93,1.707484245300293,0.8833600282669067,1.440418004989624,0.9143049716949463
94,1.5366168022155762,0.8909505009651184,1.4228591918945312,0.9163292646408081
95,1.7370021343231201,0.8804082274436951,1.4177595376968384,0.9170040488243103
96,1.463035225868225,0.9067217707633972,1.429461121559143,0.923751711845398
97,1.4611890316009521,0.9059627056121826,1.4425956010818481,0.9129554629325867
98,1.4716105461120605,0.9001433849334717,1.3893868923187256,0.9156545400619507
99,1.4288907051086426,0.910179615020752,1.379786729812622,0.9203778505325317
